relative_path,codec,profile,bit_depth,hdr,resolution,audio,duration,bitrate,fps,file_size
"V de Vendetta (2006) [tmdbid-752]/V de Vendetta (2006) - (Spanish English Subs) UHD 4K HEVC 10b-AAC by Geot.mkv",HEVC,Main 10,10-bit,HDR10,4K,"AAC 5.1 (spa); AAC 7.1 (eng)",7954s,5278kbps,24.00,4.89 GB
"Vaiana (2016) [tmdbid-277834]/Vaiana (2016) - (Spanish English Subs) BDRip 2160p x265 10Bit Dolby Vision HDR-EAC3 by enjoy (hispashare org).mkv",HEVC,Main 10,10-bit,Dolby Vision,4K,"EAC3 5.1 (Castellano); EAC3 7.1 (Ingles)",6433s,15081kbps,23.98,11.29 GB
"Vaiana 2 (2024) [tmdbid-1241982]/Vaiana 2 (2024) - (Spanish English Subs) WEB-DL 2160p x265 10Bit Dolby Vision HDR-EAC3 EAC3ATMOS by enjoy (hispashare org).mkv",HEVC,Main 10,10-bit,Dolby Vision,4K,"EAC3 5.1 (Castellano); EAC3 5.1 (Ingles)",5978s,24988kbps,24.00,17.39 GB
"Valerian y la ciudad de los mil planetas (2017) [tmdbid-339964]/Valerian y la ciudad de los mil planetas (2017) - (Spanish English Subs) BDRip 1080p x264-EAC3 by mokesky (hispashare com).mkv",H264,High,8-bit,SDR,1080p,"EAC3 5.1 (spa); EAC3 5.1 (eng)",8216s,5718kbps,23.98,5.47 GB
"Vengadores: Infinity War (2018) [tmdbid-299536]/Vengadores: Infinity War (2018) - (imax) (spanish english subs) web dl 2160p x265 10bit dolby vision hdr eac3 by enjoy (hispashare org).mkv",HEVC,Main 10,10-bit,Dolby Vision,4K,"EAC3 5.1 (Castellano); EAC3 5.1 (Ingles)",8960s,17632kbps,23.98,18.39 GB
"Venom: El último baile (2024) [tmdbid-912649]/Venom: El último baile (2024) - (Spanish English Subs) BDRip 1080p x264-DTS AC3 by mokesky (hispashare org).mkv",H264,High,8-bit,SDR,1080p,"DTS 5.1 (spa); AC3 5.1 (eng)",6538s,6243kbps,23.98,4.75 GB
"Vidas pasadas (2023) [tmdbid-666277]/Vidas pasadas (2023) - (Spanish English Subs) BDRip 1080p x264-EAC3 by xusman (nocturnia&exploradoresp2p).mkv",H264,High,8-bit,SDR,1080p,"EAC3 5.1 (spa); EAC3 5.1 (qaa)",6069s,2856kbps,25.00,2.02 GB
"Vivir el momento (2024) [tmdbid-1100099]/Vivir el momento (2024) - (Spanish English Subs) BDRip 1080p x264-AC3 by xusman (nocturniap2p).mkv",H264,High,8-bit,SDR,1080p,"AAC 5.1 (stream 1); AC3 5.1 (spa)",6472s,3275kbps,23.98,2.47 GB
"Vivo (2021) [tmdbid-449406]/Vivo (2021) - (Spanish English Subs) WEBDL 1080p x264-AC3.mkv",H264,Main,8-bit,SDR,1080p,"AC3 5.1 (spa); AC3 5.1 (eng)",5992s,5163kbps,23.98,3.60 GB
"WALL·E: Batallón de limpieza (2008) [tmdbid-10681]/WALL·E: Batallón de limpieza (2008) - (Spanish Subs) Micro4K 2160p SDR x265-AC3 by CHINAKO (hispashare org).mkv",HEVC,Main 10,10-bit,SDR,4K,"AC3 5.1 (spa)",5923s,6616kbps,23.98,4.56 GB
"Warfare: Tiempo de guerra (2025) [tmdbid-1241436]/Warfare: Tiempo de guerra (2025) - (Spanish English Subs) WEB-DL 2160p x265 10Bit Dolby Vision HDR-EAC3ATMOS by enjoy (hispashare org).mkv",HEVC,Main 10,10-bit,Dolby Vision,4K,"EAC3 5.1 (Castellano); EAC3 5.1 (Ingles)",5729s,25315kbps,23.98,16.88 GB
"Weapons (2025) [tmdbid-1078605]/Weapons (2025) - (Spanish English Subs) WEB-DL 1080p x264-EAC3 by xusman (nocturniap2p).mkv",H264,High,8-bit,SDR,1080p,"AAC 5.1 (stream 1); EAC3 5.1 (spa)",7710s,2892kbps,23.98,2.60 GB
"Wicked (2024) [tmdbid-402431]/Wicked (2024) - (Spanish English Subs) WEBRip 1080p x265-EAC3 Dolby Atmos by Jonkar (hispashare org).mkv",HEVC,Main,8-bit,SDR,1080p,"EAC3 5.1 (Castellano DD+ 5.1 Atmos @ 768 kbps ( Comprimido DCP)); EAC3 5.1 (Inglés DD+ 5.1 Atmos @ 768 kbps)",9611s,3559kbps,23.98,3.98 GB
"Wish: El poder de los deseos (2023) [tmdbid-1022796]/Wish: El poder de los deseos (2023) - (Spanish English Subs) WEBRip 1080p x265-AC3 by JJ.mkv",HEVC,Main 10,10-bit,SDR,1080p,"EAC3 5.1 (spa); EAC3 5.1 (eng)",5696s,4254kbps,24.00,2.82 GB
"Wonder Woman (2017) [tmdbid-297762]/Wonder Woman (2017) - (Spanish English Subs) BDRip 2160p x265 10Bit Dolby Vision HDR-AC3 EAC3 by enjoy (hispashare org).mkv",HEVC,Main 10,10-bit,Dolby Vision,4K,"AC3 5.1 (Castellano); EAC3 5.1 (Ingles)",8476s,19016kbps,23.98,18.76 GB
"X (2022) [tmdbid-760104]/X (2022) - (Spanish English Subs) BDrip 1080p x264-AC3 by yamil.mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (spa); AC3 5.1 (eng)",6380s,6298kbps,23.98,4.68 GB
"Y2K (2024) [tmdbid-1094274]/Y2K (2024) - (Spanish English Subs) BDRip 1080p x265-AC3 EAC3 by Jonkar (hispashare org).mkv",HEVC,Main 10,10-bit,SDR,1080p,"AC3 5.1 (Castellano DD 5.1 @ 640 kbps); EAC3 5.1 (eng)",5490s,3584kbps,23.98,2.29 GB
"You hurt my feelings (2023) [tmdbid-890215]/You hurt my feelings (2023) - (English Spanishsub Englishsub) WEB-DLRip m1080p x264-AAC (laxa).mkv",H264,High,8-bit,SDR,1080p,"AAC 5.1 (You Hurt My Feelings.(English.Spanishsub.Englishsub).WEB-DLRip.m1080p.x264-AAC.(laxa))",5567s,2636kbps,23.98,1.71 GB
"Zafarrancho en el rancho (2004) [tmdbid-13700]/Zafarrancho en el rancho (2004) - (Spanish English Subs) BDRip 1080p x264-AC3.mkv",H264,Main,8-bit,SDR,1080p,"AC3 5.1 (spa); AC3 5.1 (eng)",4573s,4723kbps,23.98,2.51 GB
"Zola (2021) [tmdbid-539565]/Zola (2021) - (English Subs) BDRip 1080p x265-EAC3 by Jonkar.mkv",HEVC,Main,8-bit,SDR,1080p,"EAC3 5.1 (DTS-HD Master Audio / 5.1 / 48 kHz / 3212 kbps / 24-bit)",5155s,3245kbps,23.98,1.95 GB
"Zootrópolis (2016) [tmdbid-269149]/Zootrópolis (2016) - (Catala Spanish English Subs) BDrip 1080p x264-AC3 by PIZARRIN (filibusteros - totsrucs).mkv",H264,High,8-bit,SDR,1080p,"AC3 5.1 (Català); AC3 5.1 (Castellano); AC3 5.1 (English)",6525s,6343kbps,23.98,4.82 GB
